Año,Trimestre,Provincia, Otros ,"0,256 Mbps"," 0,375 Mbps ","0,625 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,2 Mbps","1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps","6,7 Mbps",3 Mbps,"3,2 Mbps","3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps","10,6 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,27 Mbps,28 Mbps,29 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,37 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps, 46 Mbps ,47 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps",51 Mbps,"50,25 Mbps",52 Mbps,54 Mbps,55 Mbps,56 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,63 Mbps,64 Mbps,65 Mbps,66 Mbps,67 Mbps,68 Mbps,70 Mbps,71 Mbps,75 Mbps,77 Mbps,78 Mbps,80 Mbps,81 Mbps,83 Mbps,82 Mbps,86 Mbps,84 Mbps,85 Mbps,90 Mbps,91 Mbps,92 Mbps,95 Mbps,97 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,109 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,126 Mbps,127 Mbps,128 Mbps,130 Mbps,131 Mbps,134 Mbps,137 Mbps,140 Mbps,145 Mbps,150 Mbps,155 Mbps,157 Mbps,158 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,203 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,234 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,270 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,340 Mbps,350 Mbps,380 Mbps,384 Mbps,400 Mbps,450 Mbps,473 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,640 Mbps,680 Mbps,700 Mbps,768 Mbps,800 Mbps,850 Mbps,900 Mbps,945 Mbps,950 Mbps,999 Mbps,1000 Mbps,1024 Mbps,1075 Mbps,1536 Mbps,2000 Mbps,2048 Mbps,2529 Mbps,3072 Mbps,4000 Mbps,5000 Mbps,5125 Mbps,6000 Mbps,7000 Mbps,8000 Mbps,10000 Mbps
2019,3,Chubut, 3.353 , 8 , -   , -   , 66 , -   , 4 , 1.088 , -   , -   , -   , 8.472 , -   , -   , -   , 6.199 , -   , -   , 73 , 1.114 , -   , 349 , 46.221 , -   , 137 , -   , 181 , 3.442 , 9.273 , -   , -   , -   , -   , 6.445 , -   , -   , -   , 699 , -   , -   , -   , -   , 27 , -   , -   , -   , -   , -   , 1.240 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 613 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Córdoba, 8.065 , 2 , -   , -   , 81 , -   , -   , 20.240 , -   , -   , -   , 16.835 , -   , -   , -   , 52.343 , -   , -   , 9.171 , 11.864 , -   , 22.165 , 113.357 , -   , 3.606 , -   , 3.122 , 14 , 99.909 , -   , -   , -   , 1 , 46.083 , -   , -   , 17 , 17.244 , 19 , -   , 17.166 , -   , 37.956 , -   , -   , -   , -   , 2 , 135.131 , -   , -   , -   , -   , -   , -   , -   , 11.122 , 1 , -   , -   , 2 , -   , -   , -   , -   , 51 , -   , -   , -   , -   , -   , -   , 122.832 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , 1 , -   , -   , 6 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 31.428 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 215 , -   , -   , -   , 1 , 1 , -   , 31 , -   , -   , -   , -   , -   , -   , -   , 18 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 185 , -   , -   , 2.516 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 240 , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Corrientes, 6.883 , -   , -   , -   , 10 , -   , -   , 6.341 , -   , -   , -   , 710 , -   , -   , -   , 10.072 , -   , -   , -   , 7.094 , -   , 1.335 , 17.276 , -   , -   , -   , 11.068 , -   , 18.560 , -   , -   , -   , -   , 1.713 , -   , -   , -   , 2.619 , -   , -   , 1.099 , -   , 4.917 , -   , -   , -   , -   , -   , 10.143 , -   , -   , -   , -   , -   , -   , -   , 245 , -   , -   , -   , 538 , -   , -   , -   , -   , -   , -   , 136 , -   , -   , -   , -   , 8.535 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.064 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 401 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Entre Ríos, 16.895 , 1 , -   , -   , 18 , -   , -   , 8.601 , -   , -   , -   , 4.277 , -   , -   , -   , 20.593 , -   , -   , 2.188 , 12.776 , -   , 4.568 , 51.099 , -   , 207 , -   , 16.470 , -   , 39.484 , -   , -   , -   , -   , 4.872 , -   , -   , -   , 5.399 , -   , -   , 2.473 , -   , 4.320 , -   , -   , -   , -   , -   , 20.932 , -   , -   , -   , -   , -   , -   , -   , 284 , -   , -   , -   , 349 , -   , -   , -   , -   , -   , -   , 54 , -   , -   , -   , -   , 16.888 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5.059 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 294 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Formosa, 100 , -   , -   , -   , 1.110 , -   , 191 , 2.173 , -   , -   , -   , 1.499 , -   , -   , -   , 9.909 , -   , -   , 1.201 , 2.978 , -   , 237 , 6.797 , -   , 2 , -   , -   , -   , 6.047 , -   , -   , -   , -   , 1.089 , -   , -   , -   , 784 , -   , -   , 487 , -   , 4.757 , -   , -   , -   , -   , -   , 1.877 , -   , -   , -   , -   , -   , -   , -   , 385 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.498 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 944 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Jujuy, 14.140 , -   , -   , -   , 27 , -   , -   , 7.248 , -   , -   , -   , 4.928 , -   , -   , -   , 6.992 , -   , -   , -   , 2.394 , -   , 253 , 10.792 , -   , -   , -   , -   , 1 , 9.239 , -   , -   , -   , -   , 22.759 , -   , -   , -   , 989 , -   , -   , -   , -   , 3.087 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 55 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , 1.151 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2.517 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,La Pampa, 1.620 , 1 , -   , -   , 236 , -   , 313 , 7.743 , -   , -   , -   , 6.698 , -   , -   , -   , 21.505 , -   , -   , -   , 2.300 , -   , 5.242 , 35.337 , -   , -   , -   , 2 , -   , 5.920 , -   , -   , -   , -   , 81 , -   , -   , -   , 1.223 , -   , -   , -   , -   , 307 , -   , -   , -   , -   , -   , 585 , -   , -   , -   , -   , -   , -   , -   , 774 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 860 , -   , -   , -   , -   , 2 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 2 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5 , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 64 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,La Rioja, -   , -   , -   , -   , 9 , -   , -   , 789 , -   , -   , -   , -   , -   , -   , -   , 1.519 , -   , -   , 31.588 , -   , -   , -   , 4.770 , -   , -   , -   , -   , -   , 4.786 , -   , -   , -   , -   , -   , -   , -   , -   , 4.320 , -   , -   , -   , -   , 567 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 22 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 47 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.260 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Mendoza, 1.563 , 1 , -   , -   , 20 , -   , 9 , 2.483 , -   , -   , -   , 3.099 , -   , -   , -   , 23.081 , -   , -   , 15 , 49 , -   , 2.828 , 176.526 , -   , 1.752 , -   , 15 , 763 , 428 , -   , -   , -   , -   , 9.346 , -   , -   , -   , 107 , -   , -   , -   , -   , 640 , -   , -   , -   , -   , 274 , 99 , -   , -   , -   , -   , -   , -   , -   , 900 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , 221 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 108 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Misiones, 14.990 , -   , -   , -   , 47 , -   , -   , 3.927 , -   , -   , -   , 453 , -   , -   , -   , 16.201 , -   , -   , -   , 4.752 , -   , 1.006 , 19.119 , -   , -   , -   , 9.863 , -   , 19.512 , -   , -   , -   , -   , 2.210 , -   , -   , -   , 2.985 , -   , -   , 1.174 , -   , 4.887 , -   , -   , -   , -   , -   , 15.675 , -   , -   , -   , -   , -   , -   , -   , 432 , -   , -   , -   , 103 , -   , -   , -   , -   , -   , -   , 22 , -   , -   , -   , -   , 12.808 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.447 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 270 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Neuquén, 645 , -   , -   , -   , 45 , -   , 1 , 6.458 , -   , -   , -   , 6.455 , -   , -   , -   , 6.614 , -   , -   , 6.938 , 137 , -   , 8.387 , 30.177 , -   , 181 , -   , 3.127 , -   , 1.278 , -   , -   , -   , -   , 5.136 , -   , -   , -   , 141 , 1 , -   , 3.407 , -   , 912 , -   , -   , -   , -   , -   , 16.675 , -   , -   , -   , -   , -   , -   , -   , 256 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 21.026 , -   , -   , -   , -   , -   , -   , 173 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 6.158 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 55 , -   , -   , 727 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 299 , -   , -   , -   , 1 , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Río Negro, 17.771 , -   , -   , -   , 47 , -   , -   , 2.043 , -   , -   , -   , 4.781 , -   , -   , -   , 5.619 , -   , -   , 283 , 586 , -   , 5.121 , 70.236 , -   , -   , -   , 90 , 62 , 2.196 , -   , -   , -   , -   , 3.026 , -   , -   , -   , 22 , -   , -   , 2.485 , -   , 4.246 , -   , -   , -   , -   , -   , 10.055 , -   , -   , -   , -   , -   , -   , -   , 148 , -   , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , 12.081 , -   , -   , -   , -   , -   , -   , 54 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2.955 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 361 , -   , -   , -   , -   , -   , -   , 11 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Salta, 7.412 , -   , -   , -   , 49 , -   , 1 , 2.844 , -   , -   , -   , 1.619 , -   , -   , -   , 12.263 , -   , -   , 1 , 3.946 , -   , 21 , 23.365 , -   , -   , -   , 4 , -   , 62.226 , -   , -   , -   , -   , 5.285 , -   , -   , -   , 3.665 , -   , -   , 6 , -   , 5.353 , -   , -   , -   , -   , -   , 11.109 , -   , -   , -   , -   , -   , -   , -   , 309 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8.796 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.561 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,San Juan, 909 , -   , -   , -   , 22 , -   , 1 , 670 , -   , -   , -   , 796 , -   , -   , -   , 4.534 , -   , -   , -   , 265 , -   , 41 , 62.179 , -   , 243 , -   , -   , 1.886 , 116 , -   , -   , -   , -   , 1.137 , -   , -   , -   , 43 , -   , -   , -   , -   , 87 , -   , -   , -   , -   , -   , 33 , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 81 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 47 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,San Luis, 36.073 , -   , -   , -   , 57 , -   , -   , 391 , -   , -   , -   , 564 , -   , -   , -   , 1.566 , -   , -   , 2 , 621 , -   , 150 , 15.449 , -   , 123 , -   , 149 , 4.833 , 8 , -   , -   , -   , -   , 404 , -   , -   , -   , -   , -   , -   , -   , -   , 63 , -   , -   , -   , -   , -   , 62.238 , -   , -   , -   , -   , -   , -   , -   , 6 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Santa Cruz, 540 , 3 , -   , -   , 25 , -   , -   , 5.469 , -   , -   , -   , 2.346 , -   , -   , -   , 7.176 , -   , -   , -   , 612 , -   , 5.163 , 10.930 , -   , 134 , -   , 2 , 673 , 3.663 , -   , -   , -   , -   , 754 , -   , -   , -   , 66 , -   , -   , -   , -   , 383 , -   , -   , -   , -   , -   , 20 , -   , -   , -   , -   , -   , -   , -   , 7 , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Santa Fe, 27.895 , 102 , -   , -   , 321 , 217 , 2.928 , 19.423 , -   , -   , 54 , 9.874 , -   , -   , -   , 58.291 , -   , -   , 5.834 , 17.053 , -   , 15.606 , 121.575 , -   , 1.535 , -   , 12.374 , 1.430 , 177.947 , -   , -   , -   , -   , 41.392 , -   , -   , -   , 16.120 , 139 , -   , 8.321 , -   , 41.096 , -   , -   , -   , -   , -   , 80.514 , -   , -   , -   , -   , -   , -   , -   , 3.819 , -   , -   , -   , 458 , -   , -   , -   , -   , 3 , -   , 636 , -   , -   , -   , -   , 68.372 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 26.046 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 509 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.034 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 12 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Santiago Del Estero, 35.001 , -   , -   , -   , 39 , -   , 908 , 1.865 , -   , -   , -   , 1.116 , -   , -   , -   , 14.507 , -   , -   , -   , 693 , -   , 4 , 18.293 , -   , 831 , -   , -   , -   , 54.341 , -   , -   , -   , -   , 1.006 , -   , -   , -   , 1.041 , -   , -   , -   , -   , 1.565 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 86 , -   , -   , -   , -   , -   , -   , -   , -   , 12 , -   , -   , -   , -   , -   , -   , 664 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.159 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Tierra Del Fuego, 9.678 , -   , -   , -   , 6 , -   , -   , 119 , -   , -   , -   , -   , -   , -   , -   , 856 , -   , -   , 1 , 2.834 , -   , 179 , 28.158 , -   , -   , -   , 3.212 , 14 , 1.466 , -   , -   , -   , -   , 1.482 , -   , -   , -   , 160 , -   , -   , 25 , -   , 89 , -   , -   , -   , -   , -   , 48 , -   , -   , -   , -   , -   , -   , -   , 34 , -   , -   , -   , -   , -   , -   , -   , -   , 6 , -   , -   , -   , -   , -   , -   , 218 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2019,3,Tucumán, -   , -   , -   , -   , 16 , -   , -   , 3.954 , -   , -   , -   , 382 , -   , -   , -   , 13.093 , -   , -   , 2.890 , 10 , -   , 14 , 50.497 , -   , 45 , -   , 3 , -   , 47.645 , -   , -   , -   , 2 , 218 , -   , -   , -   , 3.630 , 1 , -   , -   , -   , 20.503 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 843 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.782 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 16.602 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
