Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,35 Mbps,36 Mbps,40 Mbps,41 Mbps,45 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,59 Mbps,60 Mbps,61 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,80 Mbps,85 Mbps,90 Mbps,95 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,130 Mbps,140 Mbps,150 Mbps,155 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,350 Mbps,400 Mbps,450 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,680 Mbps,700 Mbps,800 Mbps,850 Mbps,900 Mbps,999 Mbps,1000 Mbps,1024 Mbps,4000 Mbps,10000 Mbps
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,,,,,,,,,,,153,,,,,,55,,,,,,123,,,,14,,,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,Barker,6084010,1,,1,,,20,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,4,,1,,,,,,,,,,59,,,,,,,,428,,59,,,,1,,,,914,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,López,6084030,,,,,,,,,,,12,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,,,1,,,50,,43,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berazategui,Berazategui,6091010,16,,11,,22,24,,2,,,4,,75,34,,5,5,,,,108,,361,,,,,,,,1422,,,,21,,,,,,2,,,,,6357,,,,,,,,,,12259,,,,,,533,,,,,9,,,,,,6992,,,,,,,,,,4207,,,,,,,,,,,,,,,,8723,,,,,,,,1187,,,,190,,,,,,,1224,,,
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,,,11,,3,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,11065,,,,,,8,,,,,,,,,,,3552,,,,,,,,,,49,,,,,,,,,,,,,,,,880,,,,,,,,14,,,,181,,,,,,,16,,,
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,,,,,,,,,,,,,2,,,3,,,,,7,,23,,,,,,,,8,,,,,,,,,,1,,,,,190,,,,,,,,,,1094,,,,,,56,,,,,1,,,,,,394,,,,,,,,,,473,,,,,,19,,,,,,,,,,729,,,,,,,,95,,,,23,,,,,,,127,,,
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,,,,,,2000,,5,,,3,,,2,,4,,,,,,,33,,,,,,,,10,,,,2,,,,,,,,,,,,,,,,,,,,,17,,,,,,86,,,,,1,,,,,,12,,,,,,,,,,944,,,,,,58,,,,,,,,,,632,,,,,,,,93,,,,,,,,,,,195,,,
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,2,,,,4,,,1,,,,,23,,,3,2,,,,31,,116,,,,,,,,20,,,,12,,,,,,27,,,,,2355,,,,,,,,,,5029,,,,,,185,,,,,6,,,,,,2201,,,,,,,,,,1366,,,,,,11,,,,,,,,,,3033,,,,,,,,603,,,,100,,,,,,,448,,,
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,,,,,10,7,,8,,,48,,77,,,,26,,,,97,,19,,,,,,,,318,,,,2,,,,,,1,,,,,,,,,,,,,,,2147,,,,,,50,,,,,2,,,,,,952,,,,,,,,,,419,,,,,,,,,,,,,,,,1170,,,,,,,,193,,,,34,,,,,,,137,,,
BUENOS AIRES,Berazategui,Pereyra,6091010,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,310,,,,,,,,,,20,,,,,,,,,,,,,,,,,110,,,,,,,,,,2,,,,,,,,,,,,,,,,98,,,,,,,,14,,,,,,,,,,,3,,,
BUENOS AIRES,Berazategui,Plátanos,6091010,3,,,,,1,,,,,,,,,,2,,,,,,,37,,,,,,,,,,,,6,,,,,,,,,,,1,,,,,,,,,,1572,,,,,,50,,,,,,,,,,,498,,,,,,,,,,673,,,,,,,,,,,,,,,,859,,,,,,,,145,,,,30,,,,,,,221,,,
BUENOS AIRES,Berazategui,Ranelagh,6091010,,,1,,7,3,,,,,,,20,,,1,,,,,2,,48,,,,,,,,8,,,,4,,,,,,,,,,,5755,,,,,,,,,,1169,,,,,,92,,,,,2,,,,,,692,,,,,,,,,,805,,,,,,35,,,,,,,,,,1367,,,,,,,,216,,,,23,,,,,,,197,,,
BUENOS AIRES,Berazategui,Villa España,6091010,,,1,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1492,,,,,,43,,,,,1,,,,,,646,,,,,,,,,,330,,,,,,,,,,,,,,,,701,,,,,,,,76,,,,19,,,,,,,81,,,
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,170,,,,,,,,,,,,,,,,28,,,,9,,3,,,,,,,,115,,,,14,,,,,,,,,,,20,,,,,,,,,,8,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berisso,Berisso,6098010,4,,8,,131,3,,,,,4,,1565,,,3,242,,,,1351,,10,,,,86,,,,1150,,,,1,,,,,,6704,,,,,14,,,,,,,,,,1482,,,,,,207,,,,,,,,,,,5750,,,,,,,,,,629,,,,,,,,,,,,,7,,,5744,,,,,,,,608,,,,,,,,,,,740,,,
BUENOS AIRES,Berisso,Villa Arguello,6098010,172,,,,,,,,,,,,,,,,28,,,,8,,2,,,,,,,,115,,,,14,,,,,,,,,,,20,,,,,,,,,,8,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berisso,Villa Nueva,6098010,172,,,,,,,,,,,,,,,,28,,,,8,,2,,,,,,,,115,,,,14,,,,,,,,,,,20,,,,,,,,,,8,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Berisso,Villa Progreso,6098010,167,,,,,,,,,,,,,,,,28,,,,8,,2,,,,,,,,116,,,,15,,,,,,,,,,,21,,,,,,,,,,9,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,Hale,6105010,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,Juan F. Ibarra,6105020,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,Otros,Sin Datos,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,Pirovano,6105050,50,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,,,,,13,,,,,,,,347,1,,2,,,,,403,,20,,,,,,,,462,,,,1,,,,,,,,,,,,,,,,,,,,,373,,,,,,,,,,,,,,,,,3683,,,,,,,,,,,,,,,,,,,,,,,,,,1127,,,,,,,,19,,,,,,,,,,,11,,,
BUENOS AIRES,Bolívar,Urdampilleta,6105070,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Bragado,6112010,,,,,15,1,,93,,,125,,141,,,,,,,,232,,8,,,,,,,,293,,,,1,,,,,,50,,,,,4,,,,,,,,,,458,,,,,,,,,,,,,,,,,1750,,,,,,,,,,,,,,,,,,,,,,,,,,1034,,,,,,,,69,,,,,,,,,,,11,,,
BUENOS AIRES,Bragado,Comodoro Py,6112020,,,,,,,,,,,154,,,,,,44,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,General O'Brien,6112030,,,,,,,,321,,,,,,83,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Irala,6112040,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,,,,,,,,,,,10,,,,,7,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Olascoaga,6112080,,,,,,,,,,,21,,,,,,6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Bragado,Warnes,6112090,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,3,,,,7,5,,15,,,4,,311,1,,210,,,,,602,,1038,,,,,,124,,1045,,,,126,,,,19,,,,,,,661,,,,,1385,,,,,618,,,,,,,,,,114,,,16,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,283,,,,,,,,15,,,,,,,,,,,3,,,
BUENOS AIRES,Brandsen,Jeppener,6119070,,,,,,13,,23,,,122,,,,,414,,,,,72,,171,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Alto Los Cardales,6126010,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Campana,6126030,237,,1,1,,60,,1,,,99,,,,,7,135,,,,1,,708,,,,,,,,80,,,,109,,,,,,1465,,,,,31,,,,,,,,,,1373,,,,,,156,,,,2,,,,,,,12594,,,,,126,,,,,1662,,,,,,2036,,,,,,,160,,,8899,,,,,,,,841,,,,27,,,,,,,354,,,
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,26,,,,,,,,2,,,,,,,,,,,3,,,
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,1,,,,16,,,,,,,,106,,,,,,,,36,,40,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,4,,,,,1,,,,,,324,,,,,,,,,,82,,,,,,,,,,,,,,,,327,,,,,,,,26,,,,,,,,,,,61,,,
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,23,,,,,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Cañuelas,6134030,1,,,1,19,,,,,,1,,302,,,2,,,,,310,,528,,,,,,,,611,,,,1430,,,,,,,,,,,17,1,,,,,,,,,1167,,,,,,1,,,,,,,,,,,2631,,,,,,,,,,26,,,,,,,,,,,,,,,,2085,,,,,,,,85,,,,,,,,,,,23,,,
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,,,,,,,,,,,,,,,,10,100,,,,,,228,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,28,,,,,,79,,,,,2,,,,,,27,,,,,,,,,,932,,,,,,48,,,,,,,,,,980,,,,,,,,184,,,,,,,,,,,185,,,
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,,,2,,,,,,,,,,,,,,115,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,,,,,,,,,,,,,,,,80,12,,12,,17,,618,,,,,,,,56,,,,40,,,,,,,,,,,4,,,,,1,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,,,,,7,,,,,,,,55,,,,,,,,29,,25,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,,,,,,,,,,,89,,20,,,,,,,,70,,252,,,,,,,,127,,,,1,,,,,,80,,,,,1,,,,,,,,,,878,,,,,,,,,,,,,,,,,2579,,,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,,14,,,,,,,,,,,1,,,
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Cadret,6147020,,,,,,5,,,,,,,,,,,18,,,,19,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,,,1,,5,65,,,,,,,157,,,,1133,,,,1263,,,,,,509,,,,765,,,,,,,,,,,,,,,2,,,,,,,,,,1057,,,,,,,,,,,,,,,,,1109,,,,,,,,,,,,,,,,,,,,,,,,,,797,,,,,,,,44,,,,48,,,,,,,2,,,
BUENOS AIRES,Carlos Casares,La Sofía,6147060,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,,,,,,,,,,,,,,,,,20,,,,19,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,,,,,,,,,,,108,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,,,,,,1,,,,,,,,,,,17,,,,16,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Smith,6147100,,,,,,,,,,,166,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,1,,,,,,,210,,,299,,6,,,56,147,,1116,,2,,1,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,,,,,,,,77,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Timote,6154040,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,,,,1,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,,,,,3,,,,,,903,,46,,,,,,,,109,,8,,,,,,,,372,,,,,,,,,,,,,,,1,,,,,,,,,,139,,,,,,,,,,,,3,,,,,1226,,,,,,,,,,,,,,,,,,,,,,,,,,355,,,,,,,,20,,,,,,,,,,,9,,,
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Castelli,6168010,,,2,,,105,,173,,,62,,,,,621,,,95,,21,,193,,,,104,,,,240,,,,,,,,,,662,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Centro Guerrero,6168020,,,,,,,,11,,,4,,,,,19,,,,,,,1,,,,,,,,5,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Castilla,6210010,,,,,,,,,,,52,,,,,,217,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Chacabuco,6210020,83,,,,23,,,,,,,,219,,,5,1497,,,,353,,781,,,,,,,,472,,,,157,,,,,,,,,,,36,,,,,,,,,,785,,,,,,,,,,,,,,,,,5686,,,,,,,2,,,,,,,,,,,,,,,,,,,3494,,,,,,,,131,,,,,,,,,,,18,,,
BUENOS AIRES,Chacabuco,O'Higgins,6210040,,,,,,,,,,,100,,,,,,342,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Rawson,6210050,,,,,,2,,113,,,1,,,,,303,,,,,,,116,,,,,,,,,,,,31,,,,,,,,,,,1,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,,,,,,,,,,,,,,,,,83,,,,,,27,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chascomús,Chascomús,6217010,,,2,,32,323,,,,,725,,552,,,457,,,,,732,,496,,,,,,,,847,,,,485,,,,,,,,,,,5,,,,,,,,,,738,,,,,,,,,,,,,,,,,4646,,,,,,,,,,,,,,,,,,,,,,,,,,2765,,,,,,,,83,,,,,,,,,,,7,,,
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,,,,,,75,,,,,174,,2,1607,,146,,,,,269,,49,,,,,,100,,91,,,,13,,,,,,,,,,,23,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,Benitez,6224005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,2363,1,,1,33,,,906,,,5,,980,,,,2,,1352,,930,,37,,,,1,,,,3067,,,,8,,,,,,,,,,,8,,,,,,,,,,1651,,,,,,,,,,,,,,,,,4207,,,,,,,,,,,,,,,,,,,,,,,,,,4599,,,,,,,,182,,,,,,,,,,,28,,,
BUENOS AIRES,Chivilcoy,Emilio Ayarza,6224020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,,,,,,,,55,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,La Rica,6224040,,,,,,,,,,,4,,,16,,,11,,27,,8,,10,,,,3,,,,8,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,,,,,,,,,,,,,,13,,,316,,,,3,,26,,,,1,,,,8,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,,,,,,,
